	Date	Sentence	SentenceCtxt	SentenceId	TargetExpression	animacy	humanness
507	1886	For a long time they were used exclusively as pumping ***engines***, but more recently the reciprocating action has been converted into a rotary movement ; and it is possible that they may be turned to many services where a high level water-supply exists, and there is a demand for limited quantities of power.	Their power was derived from a column of water which gave a reciprocating action to a piston. [SEP] For a long time they were used exclusively as pumping ***engines***, but more recently the reciprocating action has been converted into a rotary movement ; and it is possible that they may be turned to many services where a high level water-supply exists, and there is a demand for limited quantities of power. [SEP] * * Karmarsch : Gesch.	003880315_01_4970	engines	0.0	0.0
508	1880	His malady is the wearing out of the ***machine***, the natural result of a life of hardship and deprivation.	He is not suffering from any painful or incurable disease. [SEP] His malady is the wearing out of the ***machine***, the natural result of a life of hardship and deprivation. [SEP] If you would like to see him again, and I know you would, it would be well to come at once.	001914892_03_685	machine	1.0	1.0
509	1819	Catadrome, an ***engine*** like a crane, used by builders in raising weights.	feet broad, and eight or ten high, running in the form of an alley or gallery, and communicating with each other. [SEP] Catadrome, an ***engine*** like a crane, used by builders in raising weights. [SEP] Cat-head, in Naval Architecture, a large square piece of timber; one end of which is fastened upon the fore-castle, and the other end projects without the bow, so far as to keep the anchor clear of the ship when it is drawing up by a tackle.	000772054_02_1585	engine	0.0	0.0
510	1891	A railway bungalow — and they are as substantially built as the ***engines*** — cannot cost him more than one-ninth of the pay of his grade, and the Provi dent Fund provides for his latter end.	A good man from the army, with his papers all correct and certificates from his commanding officer, may, after depositing twenty pounds to pay his home passage, in the event of his services being dispensed with, enter the Company's service on something less than one hundred rupees a month and rise in time to four hundred as a station-master. [SEP] A railway bungalow — and they are as substantially built as the ***engines*** — cannot cost him more than one-ninth of the pay of his grade, and the Provi dent Fund provides for his latter end. [SEP] Think for a moment of the number of men that a line running from Howrah to Delhi must use, and you will realise what an enormous amount of patronage the Company holds in its hands.	001972736_01_1351	engines	0.0	0.0
511	1894	It is important, there fore, that the engines should be indicated, and that the indicated horse-power of the ***engine*** should be compared with the actual useful effect in water raised.	"When he finds a difference in the respective "" duties "" of two pumping engines at his mine, there is nothing to tell him whether the fault of the less effec tive plant lies in the coal, the engine, the boilers, the transmitting arrangements, or the pumps themselves. [SEP] It is important, there fore, that the engines should be indicated, and that the indicated horse-power of the ***engine*** should be compared with the actual useful effect in water raised. [SEP] Hammer * has found that the power consumed in some cases by the mere friction of the guides in the shaft is as much as 24 to 30 per cent, of the total power given out by the engine."	001275772_01_11749	engine	0.0	0.0
512	1881	Several of Brown's men, including his two sons, having been killed or wounded, and the Armory being attacked in the rear as well as in front, ho re treated, with the few men he had left, into the ***engine***-house.	There was a continuous cracking of rifles, the militia having posted themselves where they could shoot at the Armory windows, and Brown and his men defend ing themselves as well as they could. [SEP] Several of Brown's men, including his two sons, having been killed or wounded, and the Armory being attacked in the rear as well as in front, ho re treated, with the few men he had left, into the ***engine***-house. [SEP] When night came, and the firing had ceased, Brown had left only three unwounded white men and a half-dozen negroes who	000656798_01_682	engine	0.0	0.0
513	1859	20 idle) Whims (65 at work, 17 idle) ... 15 180 146* 82 Quartz mining : — 489 Steam ***engines*** employed pump- ing, winding, crushing.	AUuvial mining : — Steam engines employed pump- ing, winding, puddling, &c Horse puddling machines (160 at work. [SEP] 20 idle) Whims (65 at work, 17 idle) ... 15 180 146* 82 Quartz mining : — 489 Steam ***engines*** employed pump- ing, winding, crushing. [SEP] &c. ... 30	003786954_02_5693	engines	0.0	0.0
514	1836	pipes; chains, ropes, buildings, &c. and a winding-***engine*** of 20 horse power.	pump, with a column of water 98 fathoms perpendicular pressure; 98 fathoms of 14^ in. [SEP] pipes; chains, ropes, buildings, &c. and a winding-***engine*** of 20 horse power. [SEP] The whole expense of opening and fitting up this pit will thus be £17,375.	001436545_01_897	engine	0.0	0.0
515	1898	QUEENSLAND 67 railways or coach roads ; but for the most part the shriek of the ***locomotive***, the hammer of the miner, the lowing of cattle, the hum of human voices have as yet made few inroads into the stillness of the vast, lone land over which intrepid explorers have trailed their tiny cavalcades, fixing the first white man's gaze on its lakes and forests, its deserts and its mountains.	Queensland has in Brisbane a capita] city of which any young country might be proud ; it has flourishing towns dotted along its 2,000 miles of seaboard ; it has settle ments inland, connected with each other by [SEP] QUEENSLAND 67 railways or coach roads ; but for the most part the shriek of the ***locomotive***, the hammer of the miner, the lowing of cattle, the hum of human voices have as yet made few inroads into the stillness of the vast, lone land over which intrepid explorers have trailed their tiny cavalcades, fixing the first white man's gaze on its lakes and forests, its deserts and its mountains. [SEP] There are few places on the earth's surface which appeal to the imagina tion with such fascinating charm as does this portion of the British Empire ; not even the African jungle has taken its toll of brave	003932452_01_384	locomotive	1.0	0.0
516	1878	He has been a very good father to you aU ; and I never can understand why one who works so hard should earn so Httle ; but I beheve it is the fault of those ***machines***.	And father, too,' said the wife. [SEP] 'He has been a very good father to you aU ; and I never can understand why one who works so hard should earn so Httle ; but I beheve it is the fault of those ***machines***. [SEP] The pohce ought to put them down, and then everybody would be comfortable.'	000950906_04_2391	machines	1.0	1.0
